Churn,Account_Age,Internet_Service,Data_Usage,Customer_Service_Calls,MonthlyCharge,Source
No,6.0,Yes,718.0,0,169.937833,WGU Telecom Co.
No,17.0,Yes,2224.0,3,152.457857,WGU Telecom Co.
No,3.0,Yes,1144.0,0,162.460772,WGU Telecom Co.
Yes,6.0,Yes,1537.0,0,200.132293,WGU Telecom Co.
Yes,15.0,Yes,1615.0,0,182.460772,WGU Telecom Co.
No,7.0,Yes,759.0,0,124.97808,WGU Telecom Co.
Yes,7.0,Yes,1318.0,1,230.105118,WGU Telecom Co.
No,12.0,Yes,1190.0,6,147.473844,WGU Telecom Co.
No,10.0,Yes,1467.0,1,142.482694,WGU Telecom Co.
No,18.0,Yes,2193.0,1,152.479779,WGU Telecom Co.
No,17.0,No,1568.0,1,105.010962,WGU Telecom Co.
No,14.0,No,1376.0,2,114.965789,WGU Telecom Co.
Yes,5.0,Yes,812.0,0,184.978458,WGU Telecom Co.
No,3.0,Yes,243.0,0,134.950905,WGU Telecom Co.
Yes,3.0,No,677.0,0,182.490006,WGU Telecom Co.
Yes,4.0,Yes,801.0,1,192.470522,WGU Telecom Co.
Yes,12.0,Yes,1316.0,1,149.962093,WGU Telecom Co.
No,11.0,No,1270.0,1,95.019486,WGU Telecom Co.
Yes,6.0,No,1340.0,0,245.174977,WGU Telecom Co.
No,14.0,Yes,1625.0,2,169.944668,WGU Telecom Co.
No,10.0,Yes,1401.0,2,207.49737,WGU Telecom Co.
Yes,3.0,Yes,1149.0,0,245.145743,WGU Telecom Co.
No,9.0,Yes,1387.0,0,127.478341,WGU Telecom Co.
Yes,1.0,Yes,544.0,0,182.467607,WGU Telecom Co.
Yes,7.0,Yes,1804.0,1,267.642733,WGU Telecom Co.
No,17.0,No,1519.0,0,104.992311,WGU Telecom Co.
Yes,11.0,Yes,1932.0,0,164.978458,WGU Telecom Co.
Yes,16.0,Yes,1886.0,1,240.114868,WGU Telecom Co.
No,11.0,Yes,1739.0,3,124.960655,WGU Telecom Co.
Yes,5.0,Yes,1060.0,2,127.442069,WGU Telecom Co.
No,2.0,Yes,251.0,1,169.992756,WGU Telecom Co.
No,22.0,Yes,1917.0,1,169.992756,WGU Telecom Co.
No,3.0,Yes,574.0,0,179.979358,WGU Telecom Co.
No,2.0,Yes,273.0,2,134.950905,WGU Telecom Co.
No,9.0,Yes,1234.0,1,192.440432,WGU Telecom Co.
No,7.0,Yes,1553.0,0,172.440432,WGU Telecom Co.
Yes,5.0,No,1260.0,1,212.669463,WGU Telecom Co.
Yes,11.0,No,1288.0,0,175.133074,WGU Telecom Co.
No,15.0,Yes,1517.0,0,159.965008,WGU Telecom Co.
No,5.0,No,590.0,0,112.484375,WGU Telecom Co.
No,12.0,Yes,1021.0,1,179.965581,WGU Telecom Co.
Yes,9.0,Yes,1268.0,2,252.62403,WGU Telecom Co.
No,14.0,No,1267.0,2,95.005709,WGU Telecom Co.
Yes,14.0,Yes,1878.0,0,240.114868,WGU Telecom Co.
No,13.0,No,1541.0,1,105.010962,WGU Telecom Co.
No,3.0,Yes,744.0,2,182.45383,WGU Telecom Co.
Yes,15.0,Yes,2024.0,0,149.944668,WGU Telecom Co.
No,17.0,Yes,1428.0,3,144.960655,WGU Telecom Co.
Yes,3.0,Yes,1283.0,0,187.609354,WGU Telecom Co.
No,20.0,Yes,2257.0,0,129.962093,WGU Telecom Co.
No,8.0,No,955.0,0,129.976324,WGU Telecom Co.
Yes,1.0,Yes,500.0,1,192.440432,WGU Telecom Co.
Yes,15.0,Yes,1562.0,2,172.44408,WGU Telecom Co.
No,4.0,No,776.0,3,117.485813,WGU Telecom Co.
No,9.0,Yes,1119.0,3,159.965008,WGU Telecom Co.
Yes,9.0,Yes,1782.0,0,167.484705,WGU Telecom Co.
Yes,5.0,Yes,1087.0,2,129.962093,WGU Telecom Co.
No,14.0,No,1551.0,0,139.981577,WGU Telecom Co.
No,3.0,Yes,574.0,0,124.97808,WGU Telecom Co.
Yes,13.0,Yes,1794.0,2,255.137219,WGU Telecom Co.
No,5.0,Yes,1104.0,3,230.105118,WGU Telecom Co.
No,29.0,Yes,3143.0,0,182.460772,WGU Telecom Co.
Yes,7.0,Yes,1382.0,3,255.155493,WGU Telecom Co.
No,6.0,Yes,1091.0,3,172.457857,WGU Telecom Co.
No,4.0,Yes,892.0,0,137.483594,WGU Telecom Co.
Yes,1.0,Yes,538.0,0,167.456419,WGU Telecom Co.
No,2.0,Yes,498.0,1,127.495766,WGU Telecom Co.
Yes,4.0,Yes,1115.0,2,287.642733,WGU Telecom Co.
Yes,3.0,Yes,523.0,2,167.456419,WGU Telecom Co.
No,6.0,Yes,962.0,1,164.988941,WGU Telecom Co.
Yes,2.0,Yes,884.0,3,242.632554,WGU Telecom Co.
Yes,2.0,No,565.0,2,130.006414,WGU Telecom Co.
Yes,10.0,Yes,2063.0,0,257.63748,WGU Telecom Co.
No,7.0,Yes,1197.0,1,129.977753,WGU Telecom Co.
No,16.0,Yes,1973.0,0,232.622804,WGU Telecom Co.
No,13.0,Yes,1427.0,0,182.467607,WGU Telecom Co.
Yes,9.0,Yes,1218.0,1,220.132293,WGU Telecom Co.
Yes,14.0,Yes,1875.0,1,252.637807,WGU Telecom Co.
Yes,11.0,Yes,1806.0,0,142.452604,WGU Telecom Co.
No,17.0,Yes,1940.0,0,94.972827,WGU Telecom Co.
Yes,17.0,Yes,2276.0,0,210.105118,WGU Telecom Co.
No,12.0,Yes,1372.0,1,92.455141,WGU Telecom Co.
Yes,3.0,Yes,786.0,1,194.969934,WGU Telecom Co.
No,5.0,Yes,1226.0,1,129.977753,WGU Telecom Co.
Yes,5.0,Yes,1047.0,1,242.628057,WGU Telecom Co.
Yes,6.0,Yes,894.0,1,197.48762,WGU Telecom Co.
Yes,3.0,Yes,1210.0,0,242.610632,WGU Telecom Co.
No,19.0,Yes,2330.0,1,139.934918,WGU Telecom Co.
No,13.0,Yes,1163.0,0,112.455141,WGU Telecom Co.
Yes,2.0,No,737.0,1,182.490006,WGU Telecom Co.
No,9.0,No,1135.0,0,149.988989,WGU Telecom Co.
No,10.0,Yes,1561.0,0,107.495766,WGU Telecom Co.
No,9.0,Yes,1216.0,2,92.455141,WGU Telecom Co.
Yes,2.0,Yes,1193.0,0,225.145743,WGU Telecom Co.
Yes,14.0,Yes,2140.0,0,232.62403,WGU Telecom Co.
Yes,5.0,No,867.0,0,207.638588,WGU Telecom Co.
Yes,13.0,No,1581.0,2,175.133074,WGU Telecom Co.
Yes,2.0,Yes,725.0,0,242.628057,WGU Telecom Co.
No,7.0,Yes,1124.0,0,184.964681,WGU Telecom Co.
No,21.0,Yes,2634.0,1,182.443347,WGU Telecom Co.
Yes,7.0,No,968.0,0,117.485813,WGU Telecom Co.
No,20.0,No,2101.0,0,139.99789,WGU Telecom Co.
Yes,3.0,Yes,862.0,3,149.937833,WGU Telecom Co.
No,10.0,Yes,921.0,0,157.469817,WGU Telecom Co.
No,2.0,Yes,752.0,2,152.510442,WGU Telecom Co.
Yes,2.0,No,523.0,1,139.99789,WGU Telecom Co.
Yes,2.0,Yes,736.0,1,139.951231,WGU Telecom Co.
Yes,16.0,Yes,2149.0,0,117.439154,WGU Telecom Co.
Yes,2.0,Yes,1305.0,1,235.137219,WGU Telecom Co.
No,2.0,Yes,292.0,2,149.977753,WGU Telecom Co.
Yes,2.0,No,655.0,1,149.991327,WGU Telecom Co.
No,2.0,No,660.0,2,149.97755,WGU Telecom Co.
No,11.0,Yes,1656.0,3,172.456745,WGU Telecom Co.
Yes,9.0,Yes,1091.0,0,137.439154,WGU Telecom Co.
No,9.0,Yes,1136.0,0,197.494455,WGU Telecom Co.
No,2.0,Yes,673.0,2,204.961033,WGU Telecom Co.
No,7.0,Yes,831.0,4,162.482694,WGU Telecom Co.
Yes,5.0,No,730.0,1,159.964152,WGU Telecom Co.
No,9.0,Yes,1164.0,1,169.974105,WGU Telecom Co.
No,11.0,Yes,1720.0,3,129.959755,WGU Telecom Co.
No,4.0,No,627.0,0,119.989722,WGU Telecom Co.
No,2.0,Yes,370.0,1,179.947583,WGU Telecom Co.
No,9.0,Yes,1197.0,0,167.456419,WGU Telecom Co.
Yes,7.0,Yes,1164.0,0,240.114868,WGU Telecom Co.
Yes,15.0,Yes,1651.0,3,194.976769,WGU Telecom Co.
Yes,7.0,Yes,1489.0,0,245.146969,WGU Telecom Co.
No,2.0,Yes,775.0,1,139.987503,WGU Telecom Co.
Yes,8.0,Yes,1808.0,1,197.483972,WGU Telecom Co.
No,15.0,No,1942.0,0,190.173699,WGU Telecom Co.
Yes,23.0,Yes,2848.0,2,197.470195,WGU Telecom Co.
Yes,3.0,Yes,908.0,2,149.974105,WGU Telecom Co.
Yes,6.0,Yes,973.0,1,204.979684,WGU Telecom Co.
No,8.0,No,1098.0,1,152.502178,WGU Telecom Co.
Yes,20.0,Yes,2937.0,1,225.131966,WGU Telecom Co.
Yes,10.0,Yes,1884.0,1,202.636202,WGU Telecom Co.
No,11.0,Yes,1809.0,4,127.460067,WGU Telecom Co.
No,8.0,Yes,845.0,0,162.482694,WGU Telecom Co.
No,13.0,No,1215.0,1,104.962874,WGU Telecom Co.
Yes,1.0,Yes,383.0,1,169.937833,WGU Telecom Co.
Yes,9.0,Yes,1044.0,0,159.934918,WGU Telecom Co.
No,6.0,Yes,851.0,2,217.470195,WGU Telecom Co.
Yes,9.0,Yes,1762.0,1,245.146969,WGU Telecom Co.
Yes,5.0,Yes,1351.0,0,177.48762,WGU Telecom Co.
Yes,2.0,Yes,1052.0,1,162.465269,WGU Telecom Co.
No,5.0,Yes,1160.0,2,147.456419,WGU Telecom Co.
No,1.0,Yes,338.0,3,134.950905,WGU Telecom Co.
No,1.0,Yes,852.0,1,127.442069,WGU Telecom Co.
No,3.0,Yes,669.0,1,184.978458,WGU Telecom Co.
No,6.0,No,910.0,4,137.468388,WGU Telecom Co.
Yes,17.0,Yes,1982.0,1,182.443347,WGU Telecom Co.
Yes,14.0,No,1696.0,1,172.487091,WGU Telecom Co.
No,11.0,Yes,1306.0,0,162.500692,WGU Telecom Co.
No,20.0,Yes,1951.0,3,137.439154,WGU Telecom Co.
Yes,7.0,Yes,1632.0,0,220.114868,WGU Telecom Co.
Yes,8.0,No,955.0,2,159.994242,WGU Telecom Co.
Yes,7.0,No,958.0,0,159.964152,WGU Telecom Co.
Yes,4.0,Yes,1058.0,0,275.133571,WGU Telecom Co.
No,10.0,Yes,1278.0,0,194.958118,WGU Telecom Co.
No,4.0,Yes,328.0,2,124.97808,WGU Telecom Co.
No,5.0,Yes,1194.0,0,92.455141,WGU Telecom Co.
No,6.0,Yes,1252.0,1,229.993134,WGU Telecom Co.
No,1.0,Yes,261.0,0,147.478341,WGU Telecom Co.
Yes,7.0,Yes,880.0,0,179.947583,WGU Telecom Co.
No,2.0,Yes,1081.0,2,175.006206,WGU Telecom Co.
No,8.0,Yes,1262.0,0,204.963371,WGU Telecom Co.
No,14.0,Yes,1713.0,2,210.12704,WGU Telecom Co.
No,9.0,Yes,1265.0,1,184.967019,WGU Telecom Co.
Yes,7.0,Yes,1356.0,0,200.118516,WGU Telecom Co.
No,3.0,No,386.0,2,114.965789,WGU Telecom Co.
Yes,12.0,No,1299.0,0,134.980139,WGU Telecom Co.
No,3.0,No,279.0,1,92.488023,WGU Telecom Co.
No,5.0,Yes,1014.0,1,137.483594,WGU Telecom Co.
Yes,11.0,Yes,1511.0,1,137.483594,WGU Telecom Co.
Yes,15.0,No,1795.0,0,207.638588,WGU Telecom Co.
No,4.0,Yes,551.0,2,114.972827,WGU Telecom Co.
Yes,5.0,Yes,1052.0,0,207.609354,WGU Telecom Co.
Yes,3.0,Yes,567.0,2,134.950905,WGU Telecom Co.
Yes,14.0,Yes,1614.0,1,240.114868,WGU Telecom Co.
No,5.0,Yes,772.0,1,149.959755,WGU Telecom Co.
No,15.0,Yes,1329.0,0,134.950905,WGU Telecom Co.
No,17.0,Yes,1929.0,2,204.963371,WGU Telecom Co.
No,16.0,Yes,1846.0,0,149.977753,WGU Telecom Co.
Yes,2.0,Yes,910.0,0,139.934918,WGU Telecom Co.
No,6.0,No,1085.0,1,197.628838,WGU Telecom Co.
No,16.0,Yes,1602.0,1,152.479779,WGU Telecom Co.
No,14.0,Yes,1435.0,1,139.95684,WGU Telecom Co.
Yes,2.0,Yes,730.0,3,229.993134,WGU Telecom Co.
No,8.0,Yes,1290.0,0,142.471255,WGU Telecom Co.
Yes,4.0,Yes,1200.0,0,159.947583,WGU Telecom Co.
Yes,3.0,Yes,775.0,0,240.114868,WGU Telecom Co.
Yes,4.0,Yes,1178.0,2,172.440432,WGU Telecom Co.
Yes,12.0,No,1321.0,2,169.967067,WGU Telecom Co.
Yes,6.0,Yes,821.0,3,149.962093,WGU Telecom Co.
No,10.0,Yes,986.0,1,134.950905,WGU Telecom Co.
No,3.0,Yes,588.0,1,159.965008,WGU Telecom Co.
Yes,4.0,Yes,1517.0,2,232.637807,WGU Telecom Co.
No,3.0,Yes,521.0,2,149.962093,WGU Telecom Co.
Yes,3.0,Yes,1138.0,2,184.963371,WGU Telecom Co.
Yes,6.0,No,830.0,0,182.490006,WGU Telecom Co.
No,3.0,Yes,477.0,1,159.951231,WGU Telecom Co.
No,9.0,Yes,944.0,1,147.442069,WGU Telecom Co.
Yes,11.0,Yes,1500.0,0,242.632554,WGU Telecom Co.
Yes,1.0,No,525.0,2,162.500489,WGU Telecom Co.
No,6.0,Yes,1035.0,3,172.457857,WGU Telecom Co.
No,6.0,Yes,1282.0,2,140.00128,WGU Telecom Co.
Yes,2.0,Yes,951.0,1,144.988941,WGU Telecom Co.
Yes,7.0,No,895.0,2,150.020764,WGU Telecom Co.
Yes,3.0,Yes,1045.0,0,275.133571,WGU Telecom Co.
No,15.0,No,1830.0,2,130.006414,WGU Telecom Co.
No,4.0,Yes,839.0,0,197.48762,WGU Telecom Co.
No,4.0,No,688.0,3,149.984492,WGU Telecom Co.
Yes,5.0,Yes,928.0,2,184.978458,WGU Telecom Co.
Yes,19.0,Yes,2031.0,1,207.609354,WGU Telecom Co.
No,12.0,No,1242.0,2,139.99789,WGU Telecom Co.
No,14.0,Yes,1663.0,1,220.132293,WGU Telecom Co.
Yes,4.0,Yes,858.0,1,242.632554,WGU Telecom Co.
Yes,9.0,Yes,1640.0,1,154.991856,WGU Telecom Co.
No,3.0,Yes,991.0,1,139.987503,WGU Telecom Co.
Yes,24.0,Yes,2896.0,1,245.145743,WGU Telecom Co.
Yes,5.0,Yes,1396.0,1,187.609354,WGU Telecom Co.
Yes,4.0,Yes,640.0,0,159.965008,WGU Telecom Co.
Yes,20.0,Yes,2073.0,1,192.440432,WGU Telecom Co.
Yes,4.0,Yes,1002.0,0,172.440432,WGU Telecom Co.
No,14.0,Yes,1670.0,1,204.961033,WGU Telecom Co.
No,1.0,Yes,879.0,0,222.649979,WGU Telecom Co.
Yes,4.0,Yes,559.0,1,159.951231,WGU Telecom Co.
Yes,3.0,Yes,570.0,1,159.965008,WGU Telecom Co.
No,6.0,Yes,1178.0,1,152.510442,WGU Telecom Co.
Yes,8.0,No,1219.0,1,187.656013,WGU Telecom Co.
No,7.0,Yes,1000.0,1,184.978458,WGU Telecom Co.
No,12.0,Yes,1234.0,0,127.481989,WGU Telecom Co.
Yes,21.0,Yes,2245.0,0,220.118516,WGU Telecom Co.
No,11.0,Yes,1243.0,0,162.482694,WGU Telecom Co.
Yes,5.0,Yes,1503.0,0,245.146969,WGU Telecom Co.
Yes,28.0,Yes,3249.0,1,162.465269,WGU Telecom Co.
Yes,2.0,No,765.0,4,149.984492,WGU Telecom Co.
No,7.0,Yes,708.0,1,147.478341,WGU Telecom Co.
No,2.0,Yes,1075.0,1,184.963371,WGU Telecom Co.
No,7.0,Yes,848.0,1,172.47417,WGU Telecom Co.
Yes,11.0,Yes,1968.0,2,200.132293,WGU Telecom Co.
No,7.0,Yes,1066.0,0,92.455141,WGU Telecom Co.
Yes,6.0,Yes,961.0,1,214.966286,WGU Telecom Co.
No,17.0,No,1639.0,0,127.458638,WGU Telecom Co.
No,10.0,No,1201.0,0,120.003499,WGU Telecom Co.
Yes,19.0,Yes,2563.0,0,210.105118,WGU Telecom Co.
Yes,11.0,Yes,1767.0,0,142.500692,WGU Telecom Co.
No,2.0,No,333.0,0,79.978861,WGU Telecom Co.
No,15.0,No,1561.0,1,137.468388,WGU Telecom Co.
No,2.0,Yes,324.0,1,134.950905,WGU Telecom Co.
No,17.0,No,1644.0,2,104.962874,WGU Telecom Co.
No,4.0,No,407.0,3,102.474625,WGU Telecom Co.
Yes,5.0,Yes,932.0,1,162.482694,WGU Telecom Co.
Yes,7.0,No,907.0,1,159.994242,WGU Telecom Co.
No,14.0,Yes,1737.0,2,92.455141,WGU Telecom Co.
Yes,16.0,Yes,1987.0,2,255.155493,WGU Telecom Co.
Yes,4.0,Yes,532.0,1,159.983006,WGU Telecom Co.
Yes,10.0,Yes,1014.0,0,169.944668,WGU Telecom Co.
No,10.0,No,871.0,1,127.511223,WGU Telecom Co.
No,6.0,No,795.0,1,95.019486,WGU Telecom Co.
No,7.0,No,950.0,2,134.980139,WGU Telecom Co.
No,20.0,Yes,1752.0,0,112.455141,WGU Telecom Co.
No,7.0,Yes,954.0,1,92.455141,WGU Telecom Co.
Yes,9.0,Yes,1390.0,0,127.442069,WGU Telecom Co.
No,18.0,Yes,2284.0,3,129.962093,WGU Telecom Co.
No,8.0,No,625.0,1,112.484375,WGU Telecom Co.
No,11.0,Yes,2130.0,0,212.641455,WGU Telecom Co.
Yes,8.0,No,1308.0,0,220.161527,WGU Telecom Co.
No,10.0,Yes,1554.0,0,149.937833,WGU Telecom Co.
Yes,9.0,Yes,1329.0,0,232.641455,WGU Telecom Co.
No,8.0,Yes,985.0,0,192.470522,WGU Telecom Co.
Yes,6.0,Yes,1504.0,1,194.966286,WGU Telecom Co.
No,23.0,No,2254.0,1,114.965789,WGU Telecom Co.
No,3.0,Yes,586.0,0,192.48852,WGU Telecom Co.
No,19.0,Yes,1814.0,2,152.479779,WGU Telecom Co.
No,12.0,Yes,1832.0,1,154.961766,WGU Telecom Co.
No,29.0,Yes,2581.0,2,124.97808,WGU Telecom Co.
Yes,2.0,Yes,931.0,0,152.44408,WGU Telecom Co.
Yes,11.0,Yes,1561.0,1,232.641455,WGU Telecom Co.
Yes,1.0,Yes,492.0,0,182.465269,WGU Telecom Co.
Yes,3.0,Yes,1301.0,1,242.610632,WGU Telecom Co.
Yes,11.0,Yes,1253.0,3,202.443347,WGU Telecom Co.
No,10.0,Yes,1511.0,2,117.487242,WGU Telecom Co.
No,17.0,Yes,2230.0,1,184.979684,WGU Telecom Co.
Yes,13.0,Yes,1885.0,1,240.114868,WGU Telecom Co.
Yes,6.0,Yes,948.0,0,184.967019,WGU Telecom Co.
No,8.0,No,1026.0,1,127.458638,WGU Telecom Co.
No,19.0,Yes,1982.0,1,184.985293,WGU Telecom Co.
No,14.0,Yes,1781.0,1,277.63748,WGU Telecom Co.
Yes,4.0,Yes,700.0,0,172.457857,WGU Telecom Co.
Yes,10.0,Yes,1925.0,1,194.966286,WGU Telecom Co.
Yes,2.0,Yes,704.0,0,174.975543,WGU Telecom Co.
Yes,6.0,Yes,1208.0,2,149.937833,WGU Telecom Co.
No,12.0,Yes,1065.0,2,112.455141,WGU Telecom Co.
No,4.0,Yes,743.0,2,149.959755,WGU Telecom Co.
Yes,6.0,Yes,1251.0,1,277.63748,WGU Telecom Co.
No,4.0,No,471.0,1,112.484375,WGU Telecom Co.
No,5.0,Yes,1113.0,1,117.439154,WGU Telecom Co.
Yes,17.0,Yes,2064.0,0,275.133571,WGU Telecom Co.
Yes,14.0,Yes,1717.0,0,147.456419,WGU Telecom Co.
Yes,9.0,Yes,1114.0,1,204.949594,WGU Telecom Co.
No,7.0,No,718.0,2,127.474951,WGU Telecom Co.
No,3.0,Yes,800.0,3,129.962093,WGU Telecom Co.
Yes,5.0,Yes,1680.0,1,242.610632,WGU Telecom Co.
No,10.0,Yes,1417.0,1,127.442069,WGU Telecom Co.
No,15.0,Yes,1573.0,0,104.964303,WGU Telecom Co.
Yes,10.0,Yes,1620.0,2,182.443347,WGU Telecom Co.
Yes,10.0,Yes,1597.0,1,159.947583,WGU Telecom Co.
No,8.0,Yes,908.0,0,157.483594,WGU Telecom Co.
No,9.0,Yes,1449.0,1,129.948316,WGU Telecom Co.
No,12.0,Yes,1791.0,2,139.934918,WGU Telecom Co.
Yes,30.0,Yes,3113.0,1,222.649979,WGU Telecom Co.
No,7.0,Yes,907.0,0,162.482694,WGU Telecom Co.
Yes,7.0,No,890.0,1,125.007314,WGU Telecom Co.
Yes,21.0,Yes,2051.0,0,204.949594,WGU Telecom Co.
No,6.0,Yes,1338.0,0,139.965008,WGU Telecom Co.
No,8.0,Yes,920.0,2,182.465269,WGU Telecom Co.
No,5.0,No,736.0,1,104.992311,WGU Telecom Co.
Yes,5.0,Yes,858.0,0,220.118516,WGU Telecom Co.
Yes,6.0,Yes,1227.0,1,154.991856,WGU Telecom Co.
No,7.0,Yes,1496.0,2,142.452604,WGU Telecom Co.
Yes,2.0,Yes,248.0,0,147.442069,WGU Telecom Co.
No,2.0,Yes,395.0,2,124.97808,WGU Telecom Co.
No,16.0,Yes,1858.0,0,220.118516,WGU Telecom Co.
No,12.0,Yes,1663.0,1,117.439154,WGU Telecom Co.
No,1.0,No,318.0,1,95.019486,WGU Telecom Co.
No,12.0,Yes,1387.0,4,162.482694,WGU Telecom Co.
Yes,10.0,Yes,1535.0,2,159.947583,WGU Telecom Co.
No,4.0,Yes,983.0,1,104.97808,WGU Telecom Co.
No,8.0,No,1151.0,3,117.483475,WGU Telecom Co.
Yes,4.0,No,867.0,1,172.484753,WGU Telecom Co.
No,22.0,Yes,1960.0,3,169.937833,WGU Telecom Co.
No,20.0,Yes,1788.0,1,147.473844,WGU Telecom Co.
Yes,8.0,No,1166.0,0,175.133074,WGU Telecom Co.
No,14.0,Yes,1560.0,0,195.006206,WGU Telecom Co.
No,11.0,No,1103.0,1,127.458638,WGU Telecom Co.
Yes,6.0,Yes,1208.0,1,245.145743,WGU Telecom Co.
Yes,21.0,Yes,2229.0,3,220.132293,WGU Telecom Co.
No,20.0,Yes,1709.0,0,147.442069,WGU Telecom Co.
Yes,3.0,Yes,831.0,1,275.119794,WGU Telecom Co.
Yes,3.0,Yes,992.0,0,162.45383,WGU Telecom Co.
No,6.0,Yes,581.0,2,124.964303,WGU Telecom Co.
No,3.0,Yes,587.0,2,192.48852,WGU Telecom Co.
No,2.0,Yes,697.0,2,104.97808,WGU Telecom Co.
No,11.0,Yes,1097.0,0,137.487242,WGU Telecom Co.
No,6.0,Yes,544.0,1,124.97808,WGU Telecom Co.
No,8.0,Yes,1004.0,0,172.44408,WGU Telecom Co.
No,2.0,Yes,364.0,0,114.972827,WGU Telecom Co.
Yes,7.0,Yes,1026.0,0,202.443347,WGU Telecom Co.
No,5.0,Yes,705.0,1,159.983006,WGU Telecom Co.
No,7.0,Yes,1532.0,0,187.46728,WGU Telecom Co.
No,4.0,Yes,427.0,1,157.469817,WGU Telecom Co.
Yes,2.0,Yes,1093.0,2,212.641455,WGU Telecom Co.
Yes,9.0,Yes,1587.0,3,172.470522,WGU Telecom Co.
No,8.0,No,886.0,0,104.992311,WGU Telecom Co.
No,4.0,Yes,598.0,0,134.950905,WGU Telecom Co.
No,9.0,Yes,1099.0,2,187.484705,WGU Telecom Co.
No,17.0,No,1658.0,1,149.988989,WGU Telecom Co.
No,26.0,Yes,2593.0,1,182.483267,WGU Telecom Co.
Yes,3.0,Yes,1346.0,1,210.105118,WGU Telecom Co.
No,6.0,No,753.0,1,129.994975,WGU Telecom Co.
Yes,9.0,Yes,982.0,2,194.974431,WGU Telecom Co.
No,15.0,Yes,1964.0,0,139.983006,WGU Telecom Co.
Yes,10.0,Yes,1510.0,1,262.610632,WGU Telecom Co.
Yes,10.0,Yes,1947.0,0,255.119794,WGU Telecom Co.
Yes,6.0,Yes,780.0,0,192.470522,WGU Telecom Co.
No,3.0,Yes,868.0,1,114.950905,WGU Telecom Co.
No,9.0,Yes,1524.0,0,129.99153,WGU Telecom Co.
Yes,13.0,Yes,1849.0,0,129.99153,WGU Telecom Co.
No,3.0,Yes,336.0,0,114.972827,WGU Telecom Co.
No,9.0,Yes,1358.0,0,159.979358,WGU Telecom Co.
Yes,12.0,Yes,1715.0,1,164.964681,WGU Telecom Co.
Yes,7.0,Yes,1354.0,0,159.965581,WGU Telecom Co.
No,3.0,Yes,513.0,2,160.00128,WGU Telecom Co.
No,5.0,Yes,640.0,1,149.959755,WGU Telecom Co.
Yes,4.0,Yes,1444.0,0,222.628057,WGU Telecom Co.
Yes,5.0,Yes,854.0,1,204.963371,WGU Telecom Co.
Yes,6.0,Yes,829.0,0,172.44408,WGU Telecom Co.
Yes,2.0,Yes,1211.0,1,220.114868,WGU Telecom Co.
Yes,9.0,No,1096.0,1,149.97755,WGU Telecom Co.
Yes,13.0,Yes,2312.0,2,270.160419,WGU Telecom Co.
No,29.0,Yes,3089.0,0,152.44408,WGU Telecom Co.
Yes,8.0,Yes,1810.0,0,232.62403,WGU Telecom Co.
Yes,5.0,Yes,1480.0,0,222.632554,WGU Telecom Co.
Yes,15.0,Yes,2209.0,0,262.610632,WGU Telecom Co.
No,12.0,Yes,1233.0,0,179.979358,WGU Telecom Co.
Yes,5.0,No,928.0,0,165.01134,WGU Telecom Co.
No,14.0,Yes,1779.0,0,242.628057,WGU Telecom Co.
No,8.0,Yes,1039.0,1,182.465269,WGU Telecom Co.
No,8.0,Yes,1262.0,2,92.455141,WGU Telecom Co.
Yes,9.0,Yes,994.0,0,179.965581,WGU Telecom Co.
Yes,6.0,Yes,1590.0,0,255.119794,WGU Telecom Co.
Yes,8.0,Yes,1048.0,4,182.460772,WGU Telecom Co.
No,29.0,No,2678.0,1,127.458638,WGU Telecom Co.
Yes,6.0,Yes,994.0,1,207.609354,WGU Telecom Co.
Yes,20.0,Yes,2268.0,1,117.468591,WGU Telecom Co.
No,4.0,No,610.0,0,95.005709,WGU Telecom Co.
No,9.0,Yes,1244.0,2,217.470195,WGU Telecom Co.
Yes,5.0,Yes,1461.0,0,245.146969,WGU Telecom Co.
No,12.0,Yes,1775.0,0,177.48762,WGU Telecom Co.
No,10.0,Yes,1023.0,1,172.44408,WGU Telecom Co.
Yes,2.0,No,805.0,2,232.652038,WGU Telecom Co.
Yes,12.0,Yes,1174.0,1,147.442069,WGU Telecom Co.
Yes,24.0,Yes,2552.0,0,242.61428,WGU Telecom Co.
Yes,14.0,No,2033.0,0,172.487091,WGU Telecom Co.
No,1.0,Yes,1095.0,0,212.641455,WGU Telecom Co.
Yes,6.0,Yes,1397.0,2,154.975543,WGU Telecom Co.
Yes,6.0,Yes,1526.0,0,154.975543,WGU Telecom Co.
Yes,4.0,Yes,767.0,0,207.481057,WGU Telecom Co.
No,11.0,Yes,1224.0,0,127.495766,WGU Telecom Co.
No,7.0,Yes,1311.0,1,127.442069,WGU Telecom Co.
Yes,9.0,Yes,1120.0,2,194.976769,WGU Telecom Co.
No,5.0,No,624.0,2,114.997564,WGU Telecom Co.
Yes,1.0,No,635.0,0,207.638588,WGU Telecom Co.
Yes,8.0,Yes,944.0,1,184.971516,WGU Telecom Co.
No,5.0,Yes,767.0,0,182.446995,WGU Telecom Co.
Yes,6.0,Yes,958.0,0,169.944668,WGU Telecom Co.
Yes,2.0,Yes,721.0,0,220.132293,WGU Telecom Co.
No,16.0,Yes,2045.0,1,142.452604,WGU Telecom Co.
No,24.0,No,2653.0,1,129.994975,WGU Telecom Co.
No,9.0,No,1215.0,2,139.979239,WGU Telecom Co.
