Churn,Internet_Service,Data_Usage,Customer_Service_Calls,MonthlyCharge,Account_Age,Source
No,No,0.0,1,59.0,19.0,Kaggle Competitor
No,No,0.0,1,46.0,4.0,Kaggle Competitor
Yes,No,0.0,1,67.0,27.0,Kaggle Competitor
Yes,No,0.0,0,74.0,24.0,Kaggle Competitor
Yes,Yes,44.0,3,73.7,25.0,Kaggle Competitor
No,No,0.0,2,27.0,21.0,Kaggle Competitor
No,Yes,39.0,1,83.7,23.0,Kaggle Competitor
No,Yes,22.0,1,56.4,36.0,Kaggle Competitor
Yes,No,0.0,2,42.0,26.0,Kaggle Competitor
No,No,4.0,1,47.6,28.0,Kaggle Competitor
No,No,0.0,1,45.0,33.0,Kaggle Competitor
No,No,0.0,2,49.0,10.0,Kaggle Competitor
No,No,0.0,0,44.0,29.0,Kaggle Competitor
No,Yes,22.0,1,66.1,30.0,Kaggle Competitor
No,No,0.0,1,62.0,25.0,Kaggle Competitor
No,No,0.0,1,51.0,11.0,Kaggle Competitor
No,No,0.0,0,50.0,17.0,Kaggle Competitor
No,No,0.0,1,46.0,29.0,Kaggle Competitor
No,No,0.0,0,50.0,17.0,Kaggle Competitor
Yes,No,0.0,4,38.0,12.0,Kaggle Competitor
No,Yes,31.0,1,62.9,29.0,Kaggle Competitor
No,No,0.0,1,48.0,29.0,Kaggle Competitor
No,No,0.0,0,55.0,32.0,Kaggle Competitor
Yes,No,0.0,0,65.0,16.0,Kaggle Competitor
No,No,0.0,0,54.0,32.0,Kaggle Competitor
No,Yes,41.0,3,86.0,25.0,Kaggle Competitor
No,No,4.0,1,57.3,34.0,Kaggle Competitor
No,No,0.0,3,34.0,27.0,Kaggle Competitor
No,Yes,42.0,2,90.6,14.0,Kaggle Competitor
No,No,0.0,0,30.0,9.0,Kaggle Competitor
No,No,0.0,3,42.0,14.0,Kaggle Competitor
No,No,0.0,3,39.0,22.0,Kaggle Competitor
No,No,0.0,0,37.0,30.0,Kaggle Competitor
No,No,4.0,1,49.3,36.0,Kaggle Competitor
Yes,No,0.0,1,55.0,32.0,Kaggle Competitor
No,No,0.0,1,45.0,18.0,Kaggle Competitor
No,No,3.0,3,45.8,32.0,Kaggle Competitor
No,No,0.0,1,46.0,17.0,Kaggle Competitor
No,Yes,44.0,1,75.5,12.0,Kaggle Competitor
No,No,3.0,5,49.4,24.0,Kaggle Competitor
No,Yes,29.0,1,81.3,17.0,Kaggle Competitor
No,No,0.0,2,48.0,29.0,Kaggle Competitor
No,Yes,20.0,5,86.0,20.0,Kaggle Competitor
Yes,Yes,28.0,5,64.5,26.0,Kaggle Competitor
No,No,0.0,2,37.0,16.0,Kaggle Competitor
No,Yes,34.0,1,84.1,41.0,Kaggle Competitor
Yes,No,3.0,2,61.6,11.0,Kaggle Competitor
Yes,No,0.0,3,49.0,24.0,Kaggle Competitor
No,No,0.0,1,53.0,14.0,Kaggle Competitor
No,No,0.0,4,43.0,10.0,Kaggle Competitor
No,No,0.0,1,42.0,15.0,Kaggle Competitor
No,No,0.0,0,50.0,29.0,Kaggle Competitor
No,Yes,30.0,3,69.4,26.0,Kaggle Competitor
Yes,No,0.0,3,66.0,26.0,Kaggle Competitor
No,Yes,27.0,2,62.1,23.0,Kaggle Competitor
No,No,3.0,0,15.7,16.0,Kaggle Competitor
No,No,2.0,0,43.9,14.0,Kaggle Competitor
No,No,5.0,1,46.2,14.0,Kaggle Competitor
No,Yes,39.0,2,79.4,29.0,Kaggle Competitor
No,No,0.0,2,42.0,23.0,Kaggle Competitor
No,No,0.0,1,48.0,35.0,Kaggle Competitor
No,No,3.0,2,53.8,19.0,Kaggle Competitor
No,No,4.0,0,63.5,20.0,Kaggle Competitor
No,No,0.0,0,43.0,19.0,Kaggle Competitor
No,Yes,38.0,1,97.6,27.0,Kaggle Competitor
No,No,0.0,1,57.0,20.0,Kaggle Competitor
No,No,0.0,3,57.0,21.0,Kaggle Competitor
No,No,0.0,2,33.0,20.0,Kaggle Competitor
No,No,0.0,0,31.0,37.0,Kaggle Competitor
No,No,0.0,3,43.0,6.0,Kaggle Competitor
Yes,No,0.0,1,64.0,17.0,Kaggle Competitor
No,No,0.0,3,46.0,36.0,Kaggle Competitor
No,No,0.0,1,47.0,8.0,Kaggle Competitor
No,No,3.0,4,50.1,18.0,Kaggle Competitor
No,No,0.0,1,41.0,27.0,Kaggle Competitor
No,Yes,21.0,3,64.8,21.0,Kaggle Competitor
No,No,0.0,3,61.0,23.0,Kaggle Competitor
No,Yes,39.0,3,93.1,20.0,Kaggle Competitor
No,No,0.0,0,38.0,19.0,Kaggle Competitor
No,No,0.0,0,35.0,20.0,Kaggle Competitor
No,No,0.0,3,50.0,20.0,Kaggle Competitor
No,No,0.0,1,42.0,31.0,Kaggle Competitor
No,No,3.0,2,52.5,21.0,Kaggle Competitor
No,No,0.0,3,46.0,20.0,Kaggle Competitor
No,No,0.0,0,58.0,15.0,Kaggle Competitor
No,No,3.0,3,59.3,18.0,Kaggle Competitor
No,Yes,31.0,3,69.7,38.0,Kaggle Competitor
No,Yes,24.0,1,70.3,35.0,Kaggle Competitor
No,Yes,36.0,1,79.0,9.0,Kaggle Competitor
No,No,0.0,2,61.0,25.0,Kaggle Competitor
No,Yes,36.0,1,78.0,24.0,Kaggle Competitor
No,No,0.0,1,38.0,26.0,Kaggle Competitor
No,No,0.0,1,44.0,20.0,Kaggle Competitor
No,Yes,41.0,2,79.0,37.0,Kaggle Competitor
No,No,3.0,2,45.3,27.0,Kaggle Competitor
No,No,0.0,1,43.0,16.0,Kaggle Competitor
No,Yes,35.0,1,74.2,20.0,Kaggle Competitor
Yes,No,3.0,1,71.9,21.0,Kaggle Competitor
Yes,No,4.0,0,46.6,35.0,Kaggle Competitor
No,Yes,38.0,1,90.9,13.0,Kaggle Competitor
No,No,0.0,5,45.0,30.0,Kaggle Competitor
No,No,0.0,2,44.0,35.0,Kaggle Competitor
Yes,No,4.0,2,64.3,37.0,Kaggle Competitor
No,No,0.0,1,43.0,14.0,Kaggle Competitor
No,No,0.0,3,60.0,19.0,Kaggle Competitor
No,No,0.0,3,57.0,30.0,Kaggle Competitor
No,No,0.0,1,35.0,20.0,Kaggle Competitor
Yes,No,5.0,1,70.5,31.0,Kaggle Competitor
No,Yes,34.0,1,68.6,28.0,Kaggle Competitor
No,Yes,31.0,2,56.2,24.0,Kaggle Competitor
No,Yes,32.0,2,80.7,24.0,Kaggle Competitor
No,Yes,36.0,1,93.2,12.0,Kaggle Competitor
No,No,3.0,3,40.6,15.0,Kaggle Competitor
No,Yes,32.0,0,73.0,18.0,Kaggle Competitor
No,No,0.0,4,62.0,13.0,Kaggle Competitor
No,No,0.0,1,42.0,28.0,Kaggle Competitor
No,No,0.0,3,51.0,24.0,Kaggle Competitor
No,Yes,31.0,3,67.9,38.0,Kaggle Competitor
No,Yes,23.0,2,71.9,27.0,Kaggle Competitor
No,No,4.0,1,50.2,28.0,Kaggle Competitor
No,No,0.0,1,61.0,13.0,Kaggle Competitor
No,No,0.0,2,39.0,42.0,Kaggle Competitor
No,No,0.0,0,65.0,24.0,Kaggle Competitor
No,No,0.0,1,43.0,21.0,Kaggle Competitor
No,No,0.0,1,45.0,19.0,Kaggle Competitor
No,No,4.0,3,45.1,23.0,Kaggle Competitor
No,Yes,37.0,2,62.1,2.0,Kaggle Competitor
No,No,0.0,0,58.0,22.0,Kaggle Competitor
Yes,No,3.0,3,65.8,22.0,Kaggle Competitor
No,Yes,24.0,0,77.7,29.0,Kaggle Competitor
No,Yes,33.0,0,92.8,29.0,Kaggle Competitor
No,No,0.0,1,50.0,32.0,Kaggle Competitor
No,No,3.0,2,33.8,21.0,Kaggle Competitor
No,No,0.0,2,42.0,15.0,Kaggle Competitor
No,No,0.0,1,52.0,26.0,Kaggle Competitor
No,Yes,49.0,0,91.8,28.0,Kaggle Competitor
No,No,0.0,4,48.0,21.0,Kaggle Competitor
No,No,0.0,1,43.0,28.0,Kaggle Competitor
Yes,No,4.0,0,69.1,12.0,Kaggle Competitor
No,No,0.0,1,48.0,17.0,Kaggle Competitor
No,No,0.0,2,58.0,30.0,Kaggle Competitor
No,No,0.0,3,40.0,37.0,Kaggle Competitor
No,No,0.0,1,48.0,32.0,Kaggle Competitor
No,No,0.0,2,48.0,21.0,Kaggle Competitor
No,Yes,29.0,2,69.8,17.0,Kaggle Competitor
Yes,No,0.0,4,61.0,22.0,Kaggle Competitor
No,No,0.0,0,53.0,33.0,Kaggle Competitor
No,No,0.0,1,38.0,23.0,Kaggle Competitor
No,No,0.0,2,57.0,28.0,Kaggle Competitor
No,No,0.0,0,60.0,25.0,Kaggle Competitor
No,No,0.0,1,35.0,19.0,Kaggle Competitor
No,Yes,32.0,0,81.5,15.0,Kaggle Competitor
No,No,0.0,3,41.0,12.0,Kaggle Competitor
No,Yes,29.0,2,68.8,31.0,Kaggle Competitor
No,No,0.0,1,37.0,17.0,Kaggle Competitor
No,No,0.0,1,42.0,34.0,Kaggle Competitor
No,No,0.0,4,46.0,24.0,Kaggle Competitor
No,No,0.0,2,52.0,11.0,Kaggle Competitor
No,No,0.0,1,52.0,10.0,Kaggle Competitor
No,Yes,34.0,2,86.6,24.0,Kaggle Competitor
No,No,0.0,2,51.0,8.0,Kaggle Competitor
No,No,0.0,2,50.0,16.0,Kaggle Competitor
No,No,0.0,0,54.0,24.0,Kaggle Competitor
No,No,0.0,0,47.0,32.0,Kaggle Competitor
No,No,4.0,0,60.3,23.0,Kaggle Competitor
No,Yes,52.0,0,93.5,22.0,Kaggle Competitor
No,No,0.0,2,44.0,15.0,Kaggle Competitor
No,No,0.0,1,45.0,20.0,Kaggle Competitor
Yes,No,0.0,3,71.0,16.0,Kaggle Competitor
No,Yes,43.0,0,60.9,26.0,Kaggle Competitor
No,No,0.0,0,42.0,25.0,Kaggle Competitor
No,No,0.0,2,61.0,26.0,Kaggle Competitor
Yes,No,4.0,2,71.2,17.0,Kaggle Competitor
No,No,0.0,2,37.0,24.0,Kaggle Competitor
No,No,3.0,0,64.8,9.0,Kaggle Competitor
Yes,Yes,44.0,0,88.7,29.0,Kaggle Competitor
Yes,No,0.0,2,64.0,28.0,Kaggle Competitor
No,No,0.0,0,43.0,28.0,Kaggle Competitor
No,Yes,41.0,3,81.0,26.0,Kaggle Competitor
No,Yes,33.0,2,66.5,23.0,Kaggle Competitor
No,No,0.0,0,29.0,29.0,Kaggle Competitor
Yes,No,0.0,4,42.0,35.0,Kaggle Competitor
Yes,No,0.0,2,71.0,14.0,Kaggle Competitor
No,No,0.0,3,59.0,28.0,Kaggle Competitor
Yes,No,0.0,0,49.0,32.0,Kaggle Competitor
No,No,0.0,1,44.0,7.0,Kaggle Competitor
No,No,0.0,4,52.0,26.0,Kaggle Competitor
Yes,No,0.0,0,45.0,9.0,Kaggle Competitor
Yes,No,0.0,0,64.0,26.0,Kaggle Competitor
No,No,0.0,1,45.0,19.0,Kaggle Competitor
No,No,0.0,1,39.0,11.0,Kaggle Competitor
No,Yes,53.0,0,111.3,16.0,Kaggle Competitor
No,No,0.0,1,32.0,29.0,Kaggle Competitor
No,No,5.0,3,22.8,10.0,Kaggle Competitor
No,Yes,12.0,1,53.3,29.0,Kaggle Competitor
No,No,0.0,1,57.0,22.0,Kaggle Competitor
No,No,0.0,3,51.0,11.0,Kaggle Competitor
No,Yes,33.0,2,59.5,17.0,Kaggle Competitor
No,Yes,24.0,2,66.0,34.0,Kaggle Competitor
No,No,3.0,1,65.4,21.0,Kaggle Competitor
No,Yes,36.0,1,70.7,12.0,Kaggle Competitor
No,No,0.0,3,35.0,46.0,Kaggle Competitor
No,Yes,33.0,2,79.8,30.0,Kaggle Competitor
No,No,0.0,1,55.0,22.0,Kaggle Competitor
No,No,3.0,0,49.1,23.0,Kaggle Competitor
No,No,0.0,1,59.0,10.0,Kaggle Competitor
No,No,3.0,0,56.8,30.0,Kaggle Competitor
No,No,0.0,3,51.0,29.0,Kaggle Competitor
Yes,No,0.0,3,61.0,21.0,Kaggle Competitor
No,No,0.0,4,46.0,11.0,Kaggle Competitor
No,Yes,21.0,2,55.8,23.0,Kaggle Competitor
Yes,No,0.0,1,35.0,23.0,Kaggle Competitor
No,No,4.0,3,41.1,18.0,Kaggle Competitor
No,No,0.0,1,36.0,38.0,Kaggle Competitor
No,No,4.0,1,52.3,24.0,Kaggle Competitor
No,No,0.0,0,50.0,20.0,Kaggle Competitor
Yes,No,0.0,3,65.0,29.0,Kaggle Competitor
No,No,4.0,1,47.0,22.0,Kaggle Competitor
No,Yes,38.0,0,96.3,28.0,Kaggle Competitor
Yes,No,3.0,2,67.3,49.0,Kaggle Competitor
No,No,0.0,2,36.0,17.0,Kaggle Competitor
No,Yes,36.0,1,78.0,36.0,Kaggle Competitor
No,No,5.0,2,34.8,20.0,Kaggle Competitor
No,No,0.0,2,55.0,29.0,Kaggle Competitor
Yes,No,0.0,2,68.0,40.0,Kaggle Competitor
No,No,0.0,3,55.0,17.0,Kaggle Competitor
No,No,0.0,2,44.0,33.0,Kaggle Competitor
Yes,No,0.0,0,31.0,38.0,Kaggle Competitor
No,No,0.0,1,48.0,30.0,Kaggle Competitor
Yes,No,0.0,1,45.0,22.0,Kaggle Competitor
No,No,0.0,0,45.0,23.0,Kaggle Competitor
No,Yes,22.0,1,79.6,31.0,Kaggle Competitor
No,No,0.0,1,63.0,27.0,Kaggle Competitor
Yes,No,0.0,3,65.0,26.0,Kaggle Competitor
No,No,0.0,2,50.0,37.0,Kaggle Competitor
No,No,3.0,2,57.6,38.0,Kaggle Competitor
No,No,0.0,1,41.0,28.0,Kaggle Competitor
No,No,0.0,1,47.0,40.0,Kaggle Competitor
No,No,0.0,0,47.0,36.0,Kaggle Competitor
No,No,4.0,0,53.1,16.0,Kaggle Competitor
No,No,4.0,1,52.1,9.0,Kaggle Competitor
No,No,0.0,0,52.0,30.0,Kaggle Competitor
Yes,No,0.0,0,24.0,11.0,Kaggle Competitor
No,No,3.0,1,31.8,37.0,Kaggle Competitor
No,No,0.0,3,41.0,41.0,Kaggle Competitor
No,No,0.0,2,46.0,21.0,Kaggle Competitor
No,No,4.0,2,49.6,25.0,Kaggle Competitor
No,No,0.0,0,40.0,18.0,Kaggle Competitor
No,Yes,38.0,2,64.3,12.0,Kaggle Competitor
No,No,0.0,2,40.0,28.0,Kaggle Competitor
No,Yes,49.0,1,95.5,36.0,Kaggle Competitor
No,Yes,42.0,0,86.1,39.0,Kaggle Competitor
No,No,0.0,3,50.0,32.0,Kaggle Competitor
No,Yes,38.0,1,83.9,21.0,Kaggle Competitor
No,No,0.0,1,46.0,29.0,Kaggle Competitor
Yes,No,0.0,3,68.0,9.0,Kaggle Competitor
Yes,No,0.0,4,44.0,38.0,Kaggle Competitor
No,No,0.0,2,49.0,21.0,Kaggle Competitor
No,No,3.0,3,34.6,29.0,Kaggle Competitor
No,Yes,35.0,1,67.4,20.0,Kaggle Competitor
No,No,0.0,1,30.0,26.0,Kaggle Competitor
No,No,0.0,2,48.0,18.0,Kaggle Competitor
No,No,3.0,2,64.6,28.0,Kaggle Competitor
No,Yes,29.0,2,59.3,31.0,Kaggle Competitor
No,Yes,20.0,1,59.5,16.0,Kaggle Competitor
No,Yes,37.0,0,87.1,30.0,Kaggle Competitor
No,No,0.0,2,56.0,31.0,Kaggle Competitor
No,No,0.0,0,60.0,29.0,Kaggle Competitor
No,No,0.0,2,56.0,25.0,Kaggle Competitor
No,No,0.0,1,41.0,28.0,Kaggle Competitor
No,No,0.0,2,31.0,27.0,Kaggle Competitor
No,Yes,34.0,1,79.1,26.0,Kaggle Competitor
Yes,No,0.0,4,50.0,22.0,Kaggle Competitor
No,No,3.0,2,40.6,10.0,Kaggle Competitor
No,No,0.0,3,38.0,25.0,Kaggle Competitor
No,No,0.0,1,51.0,15.0,Kaggle Competitor
No,No,3.0,0,39.3,38.0,Kaggle Competitor
No,No,0.0,1,47.0,30.0,Kaggle Competitor
No,No,0.0,3,42.0,24.0,Kaggle Competitor
Yes,No,0.0,0,64.0,16.0,Kaggle Competitor
No,Yes,36.0,4,86.0,26.0,Kaggle Competitor
No,Yes,16.0,1,69.0,2.0,Kaggle Competitor
Yes,No,2.0,0,65.0,23.0,Kaggle Competitor
No,No,0.0,1,55.0,21.0,Kaggle Competitor
Yes,No,0.0,0,67.0,3.0,Kaggle Competitor
No,No,0.0,2,57.0,13.0,Kaggle Competitor
No,Yes,37.0,2,78.8,32.0,Kaggle Competitor
Yes,No,4.0,5,47.3,27.0,Kaggle Competitor
No,Yes,32.0,3,53.7,22.0,Kaggle Competitor
No,No,0.0,3,52.0,20.0,Kaggle Competitor
No,No,0.0,2,50.0,28.0,Kaggle Competitor
No,Yes,39.0,0,76.7,22.0,Kaggle Competitor
No,No,4.0,6,50.5,31.0,Kaggle Competitor
No,No,0.0,2,36.0,16.0,Kaggle Competitor
No,No,0.0,1,47.0,21.0,Kaggle Competitor
No,No,0.0,1,42.0,28.0,Kaggle Competitor
No,No,0.0,2,60.0,9.0,Kaggle Competitor
No,No,3.0,2,56.4,18.0,Kaggle Competitor
No,Yes,57.0,2,101.5,19.0,Kaggle Competitor
No,No,3.0,2,55.5,25.0,Kaggle Competitor
No,Yes,23.0,3,44.2,15.0,Kaggle Competitor
No,No,0.0,0,30.0,24.0,Kaggle Competitor
No,No,0.0,1,40.0,20.0,Kaggle Competitor
No,No,4.0,2,57.2,29.0,Kaggle Competitor
No,Yes,31.0,1,75.2,27.0,Kaggle Competitor
No,No,0.0,2,56.0,29.0,Kaggle Competitor
Yes,No,0.0,4,44.0,20.0,Kaggle Competitor
Yes,No,0.0,1,61.0,14.0,Kaggle Competitor
No,No,0.0,2,48.0,5.0,Kaggle Competitor
No,No,0.0,0,42.0,18.0,Kaggle Competitor
No,Yes,16.0,1,32.2,13.0,Kaggle Competitor
No,No,4.0,2,54.4,44.0,Kaggle Competitor
No,No,4.0,2,45.0,16.0,Kaggle Competitor
No,No,0.0,1,58.0,34.0,Kaggle Competitor
No,Yes,29.0,2,74.8,15.0,Kaggle Competitor
No,No,0.0,1,41.0,27.0,Kaggle Competitor
No,No,0.0,0,51.0,18.0,Kaggle Competitor
No,Yes,43.0,5,94.9,35.0,Kaggle Competitor
No,No,0.0,3,31.0,26.0,Kaggle Competitor
No,No,3.0,1,56.6,17.0,Kaggle Competitor
No,No,0.0,1,48.0,18.0,Kaggle Competitor
No,No,0.0,1,17.0,34.0,Kaggle Competitor
No,No,0.0,1,28.0,14.0,Kaggle Competitor
No,Yes,22.0,1,59.1,22.0,Kaggle Competitor
No,No,0.0,0,39.0,38.0,Kaggle Competitor
No,No,0.0,1,50.0,22.0,Kaggle Competitor
No,Yes,44.0,1,92.5,20.0,Kaggle Competitor
Yes,No,0.0,1,64.0,18.0,Kaggle Competitor
No,Yes,33.0,3,93.3,48.0,Kaggle Competitor
No,Yes,42.0,1,102.1,20.0,Kaggle Competitor
No,No,4.0,4,67.3,23.0,Kaggle Competitor
No,Yes,47.0,1,66.4,35.0,Kaggle Competitor
No,Yes,29.0,1,86.3,7.0,Kaggle Competitor
No,No,3.0,3,53.7,4.0,Kaggle Competitor
No,Yes,28.0,0,92.5,29.0,Kaggle Competitor
No,Yes,32.0,1,84.0,33.0,Kaggle Competitor
Yes,No,0.0,2,72.0,7.0,Kaggle Competitor
No,Yes,37.0,0,72.5,20.0,Kaggle Competitor
No,Yes,27.0,0,50.1,32.0,Kaggle Competitor
No,No,0.0,3,53.0,34.0,Kaggle Competitor
No,No,0.0,1,43.0,40.0,Kaggle Competitor
No,No,0.0,2,44.0,17.0,Kaggle Competitor
No,No,0.0,2,43.0,11.0,Kaggle Competitor
No,Yes,32.0,4,87.7,17.0,Kaggle Competitor
No,No,0.0,0,52.0,24.0,Kaggle Competitor
No,No,5.0,3,50.9,36.0,Kaggle Competitor
No,No,3.0,0,45.9,50.0,Kaggle Competitor
No,No,3.0,1,54.8,16.0,Kaggle Competitor
No,No,0.0,1,36.0,18.0,Kaggle Competitor
No,Yes,43.0,2,87.2,9.0,Kaggle Competitor
No,Yes,27.0,0,75.4,25.0,Kaggle Competitor
No,No,0.0,3,44.0,32.0,Kaggle Competitor
Yes,No,5.0,5,52.8,23.0,Kaggle Competitor
No,No,0.0,2,41.0,26.0,Kaggle Competitor
No,No,0.0,1,43.0,11.0,Kaggle Competitor
No,Yes,34.0,0,68.1,27.0,Kaggle Competitor
No,No,0.0,3,60.0,9.0,Kaggle Competitor
No,No,4.0,0,47.1,8.0,Kaggle Competitor
No,Yes,35.0,1,96.2,23.0,Kaggle Competitor
Yes,No,0.0,3,64.0,26.0,Kaggle Competitor
No,No,0.0,0,54.0,16.0,Kaggle Competitor
No,No,0.0,2,40.0,28.0,Kaggle Competitor
No,Yes,30.0,1,79.6,14.0,Kaggle Competitor
No,No,0.0,0,43.0,14.0,Kaggle Competitor
No,No,3.0,0,42.6,44.0,Kaggle Competitor
No,No,0.0,1,51.0,25.0,Kaggle Competitor
No,No,0.0,2,35.0,31.0,Kaggle Competitor
No,No,0.0,1,30.0,20.0,Kaggle Competitor
No,Yes,26.0,0,79.6,23.0,Kaggle Competitor
No,No,0.0,0,51.0,24.0,Kaggle Competitor
No,No,0.0,2,40.0,24.0,Kaggle Competitor
No,No,5.0,2,49.1,30.0,Kaggle Competitor
No,No,4.0,2,25.2,47.0,Kaggle Competitor
No,Yes,36.0,0,69.7,21.0,Kaggle Competitor
No,No,0.0,3,34.0,28.0,Kaggle Competitor
No,No,0.0,1,57.0,23.0,Kaggle Competitor
No,Yes,35.0,3,93.4,14.0,Kaggle Competitor
No,No,0.0,1,50.0,16.0,Kaggle Competitor
No,No,0.0,0,51.0,1.0,Kaggle Competitor
No,Yes,44.0,3,96.5,34.0,Kaggle Competitor
No,No,0.0,1,47.0,32.0,Kaggle Competitor
No,No,4.0,0,45.7,13.0,Kaggle Competitor
No,No,0.0,3,60.0,37.0,Kaggle Competitor
No,Yes,38.0,3,86.3,10.0,Kaggle Competitor
No,No,4.0,2,50.3,10.0,Kaggle Competitor
No,No,0.0,1,38.0,31.0,Kaggle Competitor
No,No,0.0,3,53.0,24.0,Kaggle Competitor
No,No,0.0,0,52.0,24.0,Kaggle Competitor
No,Yes,28.0,3,91.5,19.0,Kaggle Competitor
No,No,0.0,1,41.0,25.0,Kaggle Competitor
No,No,3.0,1,51.9,35.0,Kaggle Competitor
No,Yes,34.0,5,90.6,25.0,Kaggle Competitor
No,No,0.0,1,46.0,7.0,Kaggle Competitor
Yes,No,0.0,4,44.0,29.0,Kaggle Competitor
Yes,No,0.0,2,67.0,25.0,Kaggle Competitor
No,No,0.0,0,54.0,29.0,Kaggle Competitor
Yes,No,4.0,6,43.1,19.0,Kaggle Competitor
No,No,0.0,1,37.0,28.0,Kaggle Competitor
No,No,3.0,1,42.1,32.0,Kaggle Competitor
No,No,0.0,1,44.0,16.0,Kaggle Competitor
No,Yes,23.0,1,83.4,11.0,Kaggle Competitor
No,No,0.0,1,44.0,24.0,Kaggle Competitor
No,No,3.0,2,41.1,4.0,Kaggle Competitor
No,No,0.0,3,30.0,27.0,Kaggle Competitor
Yes,No,0.0,3,45.0,29.0,Kaggle Competitor
No,Yes,38.0,1,86.3,28.0,Kaggle Competitor
No,No,0.0,4,60.0,32.0,Kaggle Competitor
No,No,4.0,2,41.1,15.0,Kaggle Competitor
No,No,3.0,1,39.7,19.0,Kaggle Competitor
No,Yes,41.0,0,84.0,23.0,Kaggle Competitor
No,No,3.0,0,42.5,9.0,Kaggle Competitor
No,No,0.0,2,46.0,14.0,Kaggle Competitor
Yes,No,0.0,1,46.0,28.0,Kaggle Competitor
No,No,0.0,1,56.0,22.0,Kaggle Competitor
No,No,0.0,0,61.0,23.0,Kaggle Competitor
No,No,0.0,2,42.0,26.0,Kaggle Competitor
Yes,Yes,44.0,1,84.5,16.0,Kaggle Competitor
No,Yes,37.0,2,94.5,34.0,Kaggle Competitor
No,No,0.0,0,54.0,5.0,Kaggle Competitor
No,No,4.0,0,42.4,41.0,Kaggle Competitor
No,No,0.0,2,47.0,35.0,Kaggle Competitor
No,No,0.0,0,48.0,27.0,Kaggle Competitor
No,No,2.0,1,43.7,23.0,Kaggle Competitor
Yes,No,0.0,2,65.0,23.0,Kaggle Competitor
No,No,0.0,2,58.0,27.0,Kaggle Competitor
Yes,No,0.0,2,72.0,24.0,Kaggle Competitor
Yes,No,0.0,1,51.0,35.0,Kaggle Competitor
No,No,0.0,0,35.0,16.0,Kaggle Competitor
No,Yes,42.0,1,74.4,16.0,Kaggle Competitor
No,No,0.0,2,55.0,16.0,Kaggle Competitor
No,No,4.0,3,31.3,15.0,Kaggle Competitor
No,No,3.0,3,59.5,23.0,Kaggle Competitor
No,No,0.0,0,36.0,27.0,Kaggle Competitor
No,Yes,44.0,0,88.0,12.0,Kaggle Competitor
No,Yes,37.0,1,86.1,26.0,Kaggle Competitor
No,Yes,45.0,1,75.8,28.0,Kaggle Competitor
No,No,0.0,3,62.0,17.0,Kaggle Competitor
No,No,0.0,1,56.0,21.0,Kaggle Competitor
Yes,No,0.0,4,42.0,26.0,Kaggle Competitor
No,No,0.0,4,46.0,20.0,Kaggle Competitor
No,No,0.0,1,50.0,23.0,Kaggle Competitor
No,No,0.0,2,46.0,26.0,Kaggle Competitor
No,No,3.0,0,60.4,19.0,Kaggle Competitor
No,No,0.0,0,48.0,36.0,Kaggle Competitor
No,No,4.0,2,32.1,12.0,Kaggle Competitor
Yes,No,0.0,1,72.0,10.0,Kaggle Competitor
Yes,Yes,29.0,1,59.8,23.0,Kaggle Competitor
No,No,0.0,3,50.0,26.0,Kaggle Competitor
No,No,0.0,2,48.0,13.0,Kaggle Competitor
Yes,No,0.0,9,51.0,12.0,Kaggle Competitor
No,Yes,25.0,1,66.5,15.0,Kaggle Competitor
No,No,0.0,0,42.0,28.0,Kaggle Competitor
No,Yes,31.0,2,66.9,16.0,Kaggle Competitor
No,No,3.0,0,63.3,9.0,Kaggle Competitor
No,No,0.0,0,58.0,30.0,Kaggle Competitor
Yes,No,0.0,2,51.0,28.0,Kaggle Competitor
Yes,Yes,30.0,6,69.6,25.0,Kaggle Competitor
Yes,No,0.0,1,71.0,37.0,Kaggle Competitor
Yes,No,3.0,0,55.4,30.0,Kaggle Competitor
No,No,0.0,0,49.0,28.0,Kaggle Competitor
No,Yes,35.0,2,74.2,30.0,Kaggle Competitor
No,No,0.0,1,45.0,21.0,Kaggle Competitor
No,Yes,27.0,0,53.4,32.0,Kaggle Competitor
No,No,4.0,3,51.1,13.0,Kaggle Competitor
No,No,0.0,4,51.0,29.0,Kaggle Competitor
No,No,4.0,2,55.2,29.0,Kaggle Competitor
Yes,No,0.0,1,67.0,25.0,Kaggle Competitor
No,No,0.0,1,44.0,41.0,Kaggle Competitor
No,No,0.0,1,43.0,28.0,Kaggle Competitor
No,Yes,27.0,0,69.7,23.0,Kaggle Competitor
Yes,No,0.0,1,65.0,29.0,Kaggle Competitor
Yes,Yes,50.0,5,84.3,18.0,Kaggle Competitor
No,No,0.0,2,33.0,5.0,Kaggle Competitor
No,No,4.0,1,54.3,13.0,Kaggle Competitor
Yes,Yes,21.0,1,69.3,21.0,Kaggle Competitor
No,No,0.0,2,50.0,19.0,Kaggle Competitor
Yes,Yes,43.0,1,88.2,32.0,Kaggle Competitor
No,No,4.0,1,56.4,16.0,Kaggle Competitor
No,Yes,28.0,2,62.5,42.0,Kaggle Competitor
No,No,0.0,0,38.0,21.0,Kaggle Competitor
No,No,2.0,1,51.3,38.0,Kaggle Competitor
Yes,No,0.0,1,70.0,20.0,Kaggle Competitor
No,No,0.0,0,51.0,14.0,Kaggle Competitor
No,No,0.0,0,32.0,4.0,Kaggle Competitor
